Statistic Label,Date,Year,MonthName,VALUE,Missing
Trade Volume Index for Imports (Seasonally Adjusted),2015-12-01,2015,December,169.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-01-01,2016,January,154.1,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-02-01,2016,February,149.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-03-01,2016,March,160.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-04-01,2016,April,150.6,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-05-01,2016,May,165.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-06-01,2016,June,162.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-07-01,2016,July,157.4,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-08-01,2016,August,158.1,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-09-01,2016,September,168.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-10-01,2016,October,141.1,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-11-01,2016,November,163.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2016-12-01,2016,December,156.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-01-01,2017,January,152.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-02-01,2017,February,167.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-03-01,2017,March,160.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-04-01,2017,April,182.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-05-01,2017,May,189.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-06-01,2017,June,175.5,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-07-01,2017,July,153.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-08-01,2017,August,164.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-09-01,2017,September,165.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-10-01,2017,October,169.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-11-01,2017,November,171.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2017-12-01,2017,December,163.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-01-01,2018,January,175.5,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-02-01,2018,February,172.1,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-03-01,2018,March,169.4,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-04-01,2018,April,176.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-05-01,2018,May,175.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-06-01,2018,June,201.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-07-01,2018,July,186.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-08-01,2018,August,197.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-09-01,2018,September,198.4,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-10-01,2018,October,196.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-11-01,2018,November,202.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2018-12-01,2018,December,219.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-01-01,2019,January,198.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-02-01,2019,February,174.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-03-01,2019,March,190.5,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-04-01,2019,April,195.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-05-01,2019,May,192.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-06-01,2019,June,189.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-07-01,2019,July,207.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-08-01,2019,August,192.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-09-01,2019,September,195.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-10-01,2019,October,195.6,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-11-01,2019,November,187.3,False
Trade Volume Index for Imports (Seasonally Adjusted),2019-12-01,2019,December,186.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-01-01,2020,January,186.4,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-02-01,2020,February,211.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-03-01,2020,March,155.5,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-04-01,2020,April,153.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-05-01,2020,May,169.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-06-01,2020,June,168.9,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-07-01,2020,July,225.2,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-08-01,2020,August,197.0,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-09-01,2020,September,159.5,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-10-01,2020,October,200.8,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-11-01,2020,November,258.7,False
Trade Volume Index for Imports (Seasonally Adjusted),2020-12-01,2020,December,213.4,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-01-01,2021,January,189.84,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-02-01,2021,February,195.151,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-03-01,2021,March,205.598,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-04-01,2021,April,210.087,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-05-01,2021,May,220.79,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-06-01,2021,June,225.794,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-07-01,2021,July,212.246,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-08-01,2021,August,211.416,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-09-01,2021,September,211.848,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-10-01,2021,October,219.874,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-11-01,2021,November,234.495,False
Trade Volume Index for Imports (Seasonally Adjusted),2021-12-01,2021,December,243.668,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-01-01,2022,January,252.487,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-02-01,2022,February,259.192,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-03-01,2022,March,263.259,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-04-01,2022,April,278.103,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-05-01,2022,May,290.403,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-06-01,2022,June,285.681,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-07-01,2022,July,268.853,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-08-01,2022,August,293.614,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-09-01,2022,September,298.09,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-10-01,2022,October,289.966,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-11-01,2022,November,267.007,False
Trade Volume Index for Imports (Seasonally Adjusted),2022-12-01,2022,December,268.473,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-01-01,2023,January,276.09,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-02-01,2023,February,277.783,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-03-01,2023,March,263.811,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-04-01,2023,April,264.054,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-05-01,2023,May,270.618,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-06-01,2023,June,273.289,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-07-01,2023,July,267.118,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-08-01,2023,August,255.794,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-09-01,2023,September,263.783,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-10-01,2023,October,246.351,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-11-01,2023,November,319.286,False
Trade Volume Index for Imports (Seasonally Adjusted),2023-12-01,2023,December,263.136,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-01-01,2024,January,246.037,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-02-01,2024,February,251.672,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-03-01,2024,March,276.118,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-04-01,2024,April,256.539,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-05-01,2024,May,259.106,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-06-01,2024,June,260.352,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-07-01,2024,July,291.184,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-08-01,2024,August,273.346,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-09-01,2024,September,263.628,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-10-01,2024,October,259.708,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-11-01,2024,November,273.567,False
Trade Volume Index for Imports (Seasonally Adjusted),2024-12-01,2024,December,260.441,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-01-01,2015,January,107.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-02-01,2015,February,113.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-03-01,2015,March,108.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-04-01,2015,April,115.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-05-01,2015,May,112.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-06-01,2015,June,109.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-07-01,2015,July,112.8,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-08-01,2015,August,124.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-09-01,2015,September,114.6,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-10-01,2015,October,126.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-11-01,2015,November,124.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2015-12-01,2015,December,124.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-01-01,2016,January,125.8,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-02-01,2016,February,105.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-03-01,2016,March,120.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-04-01,2016,April,126.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-05-01,2016,May,123.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-06-01,2016,June,129.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-07-01,2016,July,128.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-08-01,2016,August,132.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-09-01,2016,September,125.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-10-01,2016,October,133.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-11-01,2016,November,131.8,False
Trade Volume Index for Exports (Seasonally Adjusted),2016-12-01,2016,December,124.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-01-01,2017,January,123.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-02-01,2017,February,143.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-03-01,2017,March,135.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-04-01,2017,April,131.5,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-05-01,2017,May,131.5,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-06-01,2017,June,129.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-07-01,2017,July,127.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-08-01,2017,August,131.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-09-01,2017,September,144.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-10-01,2017,October,141.6,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-11-01,2017,November,144.5,False
Trade Volume Index for Exports (Seasonally Adjusted),2017-12-01,2017,December,145.8,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-01-01,2018,January,151.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-02-01,2018,February,146.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-03-01,2018,March,147.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-04-01,2018,April,157.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-05-01,2018,May,154.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-06-01,2018,June,161.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-07-01,2018,July,151.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-08-01,2018,August,155.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-09-01,2018,September,158.4,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-10-01,2018,October,154.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-11-01,2018,November,162.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2018-12-01,2018,December,174.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-01-01,2019,January,172.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-02-01,2019,February,175.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-03-01,2019,March,149.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-04-01,2019,April,164.6,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-05-01,2019,May,172.9,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-06-01,2019,June,163.8,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-07-01,2019,July,178.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-08-01,2019,August,165.4,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-09-01,2019,September,170.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-10-01,2019,October,181.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-11-01,2019,November,163.4,False
Trade Volume Index for Exports (Seasonally Adjusted),2019-12-01,2019,December,168.4,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-01-01,2020,January,191.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-02-01,2020,February,174.5,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-03-01,2020,March,212.6,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-04-01,2020,April,157.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-05-01,2020,May,181.5,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-06-01,2020,June,171.1,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-07-01,2020,July,186.0,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-08-01,2020,August,198.3,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-09-01,2020,September,193.6,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-10-01,2020,October,171.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-11-01,2020,November,200.7,False
Trade Volume Index for Exports (Seasonally Adjusted),2020-12-01,2020,December,185.2,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-01-01,2021,January,193.186,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-02-01,2021,February,178.103,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-03-01,2021,March,186.607,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-04-01,2021,April,176.443,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-05-01,2021,May,192.246,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-06-01,2021,June,211.239,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-07-01,2021,July,184.199,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-08-01,2021,August,182.308,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-09-01,2021,September,190.157,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-10-01,2021,October,195.139,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-11-01,2021,November,205.395,False
Trade Volume Index for Exports (Seasonally Adjusted),2021-12-01,2021,December,202.462,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-01-01,2022,January,223.822,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-02-01,2022,February,225.978,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-03-01,2022,March,243.096,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-04-01,2022,April,250.459,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-05-01,2022,May,238.267,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-06-01,2022,June,226.637,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-07-01,2022,July,223.695,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-08-01,2022,August,249.493,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-09-01,2022,September,244.366,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-10-01,2022,October,233.51,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-11-01,2022,November,214.916,False
Trade Volume Index for Exports (Seasonally Adjusted),2022-12-01,2022,December,228.878,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-01-01,2023,January,199.838,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-02-01,2023,February,231.197,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-03-01,2023,March,218.104,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-04-01,2023,April,220.215,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-05-01,2023,May,215.65,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-06-01,2023,June,229.737,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-07-01,2023,July,227.835,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-08-01,2023,August,215.392,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-09-01,2023,September,213.771,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-10-01,2023,October,226.431,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-11-01,2023,November,219.475,False
Trade Volume Index for Exports (Seasonally Adjusted),2023-12-01,2023,December,220.18,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-01-01,2024,January,238.466,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-02-01,2024,February,229.022,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-03-01,2024,March,240.977,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-04-01,2024,April,243.779,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-05-01,2024,May,237.078,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-06-01,2024,June,230.95,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-07-01,2024,July,246.56,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-08-01,2024,August,248.48,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-09-01,2024,September,298.239,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-10-01,2024,October,268.212,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-11-01,2024,November,284.312,False
Trade Volume Index for Exports (Seasonally Adjusted),2024-12-01,2024,December,257.161,False
