Statistic Label,Year,Commodity Group,Countries and Territories,UNIT,VALUE,Commodity Name,Code,Category,Country Code
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Malta,Euro Thousand,-1.0,"Sugar, sugar preparations and honey",6.0,Food & Beverages,MLT
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Mexico,Euro Thousand,250.3046,"Sugar, sugar preparations and honey",6.0,Food & Beverages,MEX
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Malaysia,Euro Thousand,351.6802,"Sugar, sugar preparations and honey",6.0,Food & Beverages,MYS
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Netherlands,Euro Thousand,89292.3963,"Sugar, sugar preparations and honey",6.0,Food & Beverages,NLD
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Norway,Euro Thousand,1.7979,"Sugar, sugar preparations and honey",6.0,Food & Beverages,NOR
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Poland,Euro Thousand,4469.2307,"Sugar, sugar preparations and honey",6.0,Food & Beverages,POL
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Portugal,Euro Thousand,18.7515,"Sugar, sugar preparations and honey",6.0,Food & Beverages,PRT
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Romania,Euro Thousand,368.1839,"Sugar, sugar preparations and honey",6.0,Food & Beverages,ROU
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Russia,Euro Thousand,11.2878,"Sugar, sugar preparations and honey",6.0,Food & Beverages,RUS
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Saudi Arabia,Euro Thousand,3.2019,"Sugar, sugar preparations and honey",6.0,Food & Beverages,SAU
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Sweden,Euro Thousand,74.2258,"Sugar, sugar preparations and honey",6.0,Food & Beverages,SWE
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Singapore,Euro Thousand,1.3804,"Sugar, sugar preparations and honey",6.0,Food & Beverages,SGP
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Slovenia,Euro Thousand,1.2998,"Sugar, sugar preparations and honey",6.0,Food & Beverages,SVN
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Slovakia,Euro Thousand,1045.1743,"Sugar, sugar preparations and honey",6.0,Food & Beverages,SVK
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Thailand,Euro Thousand,249.7322,"Sugar, sugar preparations and honey",6.0,Food & Beverages,THA
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Turkey,Euro Thousand,7364.6223,"Sugar, sugar preparations and honey",6.0,Food & Beverages,TUR
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Taiwan,Euro Thousand,98.9503,"Sugar, sugar preparations and honey",6.0,Food & Beverages,TWN
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",USA,Euro Thousand,18378.5244,"Sugar, sugar preparations and honey",6.0,Food & Beverages,USA
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Great Britain,Euro Thousand,104829.975,"Sugar, sugar preparations and honey",6.0,Food & Beverages,GBR
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Northern Ireland,Euro Thousand,24181.5706,"Sugar, sugar preparations and honey",6.0,Food & Beverages,GBR
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",South Africa,Euro Thousand,140.7808,"Sugar, sugar preparations and honey",6.0,Food & Beverages,ZAF
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",EU country not specified,Euro Thousand,125.3453,"Sugar, sugar preparations and honey",6.0,Food & Beverages,UNK
Value of Imports,2023,"Sugar, sugar preparations and honey (06)",Other countries,Euro Thousand,21090.1061,"Sugar, sugar preparations and honey",6.0,Food & Beverages,UNK
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Austria,Euro Thousand,1103.7595,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,AUT
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Australia,Euro Thousand,58.3933,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,AUS
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Belgium,Euro Thousand,30364.7494,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,BEL
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Bulgaria,Euro Thousand,154.7893,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,BGR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Brazil,Euro Thousand,14863.6152,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,BRA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Canada,Euro Thousand,783.898,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,CAN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Switzerland,Euro Thousand,26418.4191,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,CHE
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",China,Euro Thousand,6073.7606,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,CHN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Cyprus,Euro Thousand,-1.0,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,CYP
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Czech Republic,Euro Thousand,511.1971,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,CZE
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Germany,Euro Thousand,76791.0072,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,DEU
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Denmark,Euro Thousand,261.3782,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,DNK
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Estonia,Euro Thousand,50.0642,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,EST
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Spain,Euro Thousand,9530.3528,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,ESP
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Finland,Euro Thousand,104.9588,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,FIN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",France,Euro Thousand,17713.5302,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,FRA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Greece,Euro Thousand,175.1382,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,GRC
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Croatia,Euro Thousand,6861.983,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,HRV
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Hungary,Euro Thousand,550.376,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,HUN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",India,Euro Thousand,15796.4938,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,IND
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Italy,Euro Thousand,15240.4814,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,ITA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Japan,Euro Thousand,110.0058,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,JPN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",South Korea,Euro Thousand,64.0054,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,KOR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Lithuania,Euro Thousand,2732.5239,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,LTU
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Luxembourg,Euro Thousand,261.407,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,LUX
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Latvia,Euro Thousand,782.0417,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,LVA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Malta,Euro Thousand,-1.0,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,MLT
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Mexico,Euro Thousand,1394.0393,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,MEX
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Malaysia,Euro Thousand,626.3379,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,MYS
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Netherlands,Euro Thousand,32499.9065,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,NLD
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Norway,Euro Thousand,125.8867,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,NOR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Poland,Euro Thousand,28201.9964,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,POL
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Portugal,Euro Thousand,325.4061,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,PRT
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Romania,Euro Thousand,217.0768,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,ROU
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Russia,Euro Thousand,31.2438,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,RUS
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Saudi Arabia,Euro Thousand,1.2078,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,SAU
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Sweden,Euro Thousand,1744.9671,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,SWE
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Singapore,Euro Thousand,63.2248,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,SGP
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Slovenia,Euro Thousand,24.555,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,SVN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Slovakia,Euro Thousand,165.8706,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,SVK
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Thailand,Euro Thousand,88.5375,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,THA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Turkey,Euro Thousand,778.902,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,TUR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Taiwan,Euro Thousand,132.1426,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,TWN
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",USA,Euro Thousand,6916.5937,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,USA
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Great Britain,Euro Thousand,389243.706,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,GBR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Northern Ireland,Euro Thousand,18100.1739,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,GBR
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",South Africa,Euro Thousand,513.5615,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,ZAF
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",EU country not specified,Euro Thousand,2850.2682,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,UNK
Value of Imports,2023,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Other countries,Euro Thousand,81244.0,"Coffee, tea, cocoa, spices and manufactures thereof",7.0,Food & Beverages,UNK
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Austria,Euro Thousand,6011.7185,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,AUT
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Australia,Euro Thousand,88.2603,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,AUS
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Belgium,Euro Thousand,33775.2091,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,BEL
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Bulgaria,Euro Thousand,12737.9719,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,BGR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Brazil,Euro Thousand,22723.1137,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,BRA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Canada,Euro Thousand,17531.1633,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,CAN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Switzerland,Euro Thousand,7076.8852,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,CHE
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",China,Euro Thousand,14265.1104,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,CHN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Cyprus,Euro Thousand,-1.0,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,CYP
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Czech Republic,Euro Thousand,4033.9032,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,CZE
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Germany,Euro Thousand,63440.1161,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,DEU
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Denmark,Euro Thousand,11713.8116,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,DNK
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Estonia,Euro Thousand,-1.0,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,EST
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Spain,Euro Thousand,3941.7191,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,ESP
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Finland,Euro Thousand,8.4336,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,FIN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",France,Euro Thousand,40559.0514,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,FRA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Greece,Euro Thousand,2865.7258,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,GRC
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Croatia,Euro Thousand,0.6222,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,HRV
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Hungary,Euro Thousand,2227.605,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,HUN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",India,Euro Thousand,1109.4772,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,IND
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Italy,Euro Thousand,5414.2622,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,ITA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Japan,Euro Thousand,160.8994,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,JPN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",South Korea,Euro Thousand,0.0837,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,KOR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Lithuania,Euro Thousand,12241.1274,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,LTU
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Luxembourg,Euro Thousand,0.025,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,LUX
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Latvia,Euro Thousand,22130.5609,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,LVA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Malta,Euro Thousand,-1.0,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,MLT
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Mexico,Euro Thousand,14.3857,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,MEX
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Malaysia,Euro Thousand,4035.5514,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,MYS
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Netherlands,Euro Thousand,113185.562,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,NLD
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Norway,Euro Thousand,102.5972,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,NOR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Poland,Euro Thousand,26542.4708,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,POL
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Portugal,Euro Thousand,4987.9525,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,PRT
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Romania,Euro Thousand,0.8776,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,ROU
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Russia,Euro Thousand,31455.4453,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,RUS
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Saudi Arabia,Euro Thousand,0.1204,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,SAU
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Sweden,Euro Thousand,2099.1337,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,SWE
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Singapore,Euro Thousand,0.3974,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,SGP
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Slovenia,Euro Thousand,3.968,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,SVN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Slovakia,Euro Thousand,1.3527,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,SVK
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Thailand,Euro Thousand,578.5443,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,THA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Turkey,Euro Thousand,43.5135,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,TUR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Taiwan,Euro Thousand,3.8634,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,TWN
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",USA,Euro Thousand,278669.86,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,USA
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Great Britain,Euro Thousand,119780.06,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,GBR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Northern Ireland,Euro Thousand,234546.824,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,GBR
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",South Africa,Euro Thousand,0.6213,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,ZAF
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",EU country not specified,Euro Thousand,1845.407,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,UNK
Value of Imports,2023,"Feeding stuffs for animals, excluding unmilled cereals (08)",Other countries,Euro Thousand,313091.52,"Feeding stuffs for animals, excluding unmilled cereals",8.0,Food & Beverages,UNK
Value of Imports,2023,Miscellaneous edible products and preparations (09),Austria,Euro Thousand,5804.1279,Miscellaneous edible products and preparations,9.0,Food & Beverages,AUT
Value of Imports,2023,Miscellaneous edible products and preparations (09),Australia,Euro Thousand,419.5226,Miscellaneous edible products and preparations,9.0,Food & Beverages,AUS
Value of Imports,2023,Miscellaneous edible products and preparations (09),Belgium,Euro Thousand,133964.715,Miscellaneous edible products and preparations,9.0,Food & Beverages,BEL
Value of Imports,2023,Miscellaneous edible products and preparations (09),Bulgaria,Euro Thousand,8.3603,Miscellaneous edible products and preparations,9.0,Food & Beverages,BGR
Value of Imports,2023,Miscellaneous edible products and preparations (09),Brazil,Euro Thousand,1083.6276,Miscellaneous edible products and preparations,9.0,Food & Beverages,BRA
Value of Imports,2023,Miscellaneous edible products and preparations (09),Canada,Euro Thousand,2734.6617,Miscellaneous edible products and preparations,9.0,Food & Beverages,CAN
Value of Imports,2023,Miscellaneous edible products and preparations (09),Switzerland,Euro Thousand,12998.8183,Miscellaneous edible products and preparations,9.0,Food & Beverages,CHE
Value of Imports,2023,Miscellaneous edible products and preparations (09),China,Euro Thousand,12631.6495,Miscellaneous edible products and preparations,9.0,Food & Beverages,CHN
Value of Imports,2023,Miscellaneous edible products and preparations (09),Cyprus,Euro Thousand,117.9645,Miscellaneous edible products and preparations,9.0,Food & Beverages,CYP
Value of Imports,2023,Miscellaneous edible products and preparations (09),Czech Republic,Euro Thousand,2550.4574,Miscellaneous edible products and preparations,9.0,Food & Beverages,CZE
Value of Imports,2023,Miscellaneous edible products and preparations (09),Germany,Euro Thousand,54105.2892,Miscellaneous edible products and preparations,9.0,Food & Beverages,DEU
Value of Imports,2023,Miscellaneous edible products and preparations (09),Denmark,Euro Thousand,7625.7488,Miscellaneous edible products and preparations,9.0,Food & Beverages,DNK
Value of Imports,2023,Miscellaneous edible products and preparations (09),Estonia,Euro Thousand,39.2832,Miscellaneous edible products and preparations,9.0,Food & Beverages,EST
Value of Imports,2023,Miscellaneous edible products and preparations (09),Spain,Euro Thousand,13585.7852,Miscellaneous edible products and preparations,9.0,Food & Beverages,ESP
Value of Imports,2023,Miscellaneous edible products and preparations (09),Finland,Euro Thousand,233.0901,Miscellaneous edible products and preparations,9.0,Food & Beverages,FIN
Value of Imports,2023,Miscellaneous edible products and preparations (09),France,Euro Thousand,55081.704,Miscellaneous edible products and preparations,9.0,Food & Beverages,FRA
Value of Imports,2023,Miscellaneous edible products and preparations (09),Greece,Euro Thousand,1321.7608,Miscellaneous edible products and preparations,9.0,Food & Beverages,GRC
Value of Imports,2023,Miscellaneous edible products and preparations (09),Croatia,Euro Thousand,76.4381,Miscellaneous edible products and preparations,9.0,Food & Beverages,HRV
Value of Imports,2023,Miscellaneous edible products and preparations (09),Hungary,Euro Thousand,2311.8874,Miscellaneous edible products and preparations,9.0,Food & Beverages,HUN
Value of Imports,2023,Miscellaneous edible products and preparations (09),India,Euro Thousand,1873.8243,Miscellaneous edible products and preparations,9.0,Food & Beverages,IND
Value of Imports,2023,Miscellaneous edible products and preparations (09),Italy,Euro Thousand,36895.1345,Miscellaneous edible products and preparations,9.0,Food & Beverages,ITA
Value of Imports,2023,Miscellaneous edible products and preparations (09),Japan,Euro Thousand,558.9502,Miscellaneous edible products and preparations,9.0,Food & Beverages,JPN
Value of Imports,2023,Miscellaneous edible products and preparations (09),South Korea,Euro Thousand,1040.7443,Miscellaneous edible products and preparations,9.0,Food & Beverages,KOR
Value of Imports,2023,Miscellaneous edible products and preparations (09),Lithuania,Euro Thousand,853.7331,Miscellaneous edible products and preparations,9.0,Food & Beverages,LTU
Value of Imports,2023,Miscellaneous edible products and preparations (09),Luxembourg,Euro Thousand,0.2875,Miscellaneous edible products and preparations,9.0,Food & Beverages,LUX
Value of Imports,2023,Miscellaneous edible products and preparations (09),Latvia,Euro Thousand,194.1607,Miscellaneous edible products and preparations,9.0,Food & Beverages,LVA
Value of Imports,2023,Miscellaneous edible products and preparations (09),Malta,Euro Thousand,683.2562,Miscellaneous edible products and preparations,9.0,Food & Beverages,MLT
Value of Imports,2023,Miscellaneous edible products and preparations (09),Mexico,Euro Thousand,277.6754,Miscellaneous edible products and preparations,9.0,Food & Beverages,MEX
Value of Imports,2023,Miscellaneous edible products and preparations (09),Malaysia,Euro Thousand,1810.5638,Miscellaneous edible products and preparations,9.0,Food & Beverages,MYS
Value of Imports,2023,Miscellaneous edible products and preparations (09),Netherlands,Euro Thousand,84523.768,Miscellaneous edible products and preparations,9.0,Food & Beverages,NLD
Value of Imports,2023,Miscellaneous edible products and preparations (09),Norway,Euro Thousand,461.1738,Miscellaneous edible products and preparations,9.0,Food & Beverages,NOR
Value of Imports,2023,Miscellaneous edible products and preparations (09),Poland,Euro Thousand,39649.9841,Miscellaneous edible products and preparations,9.0,Food & Beverages,POL
Value of Imports,2023,Miscellaneous edible products and preparations (09),Portugal,Euro Thousand,2661.4952,Miscellaneous edible products and preparations,9.0,Food & Beverages,PRT
Value of Imports,2023,Miscellaneous edible products and preparations (09),Romania,Euro Thousand,904.513,Miscellaneous edible products and preparations,9.0,Food & Beverages,ROU
Value of Imports,2023,Miscellaneous edible products and preparations (09),Russia,Euro Thousand,32.0379,Miscellaneous edible products and preparations,9.0,Food & Beverages,RUS
