Statistic Label,Year,Commodity Group,Countries and Territories,UNIT,VALUE,Commodity Name,Code,Category,Country Code
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Malaysia,Euro Thousand,2750.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,MYS
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Netherlands,Euro Thousand,2547.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,NLD
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Norway,Euro Thousand,527.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,NOR
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Poland,Euro Thousand,5343.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,POL
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Portugal,Euro Thousand,10659.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,PRT
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Romania,Euro Thousand,413.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,ROU
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Russia,Euro Thousand,1044.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,RUS
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Saudi Arabia,Euro Thousand,4.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,SAU
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Sweden,Euro Thousand,784.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,SWE
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Singapore,Euro Thousand,6.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,SGP
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Slovenia,Euro Thousand,342.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,SVN
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Slovakia,Euro Thousand,1.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,SVK
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Thailand,Euro Thousand,409.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,THA
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Turkey,Euro Thousand,570.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,TUR
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Taiwan,Euro Thousand,273.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,TWN
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",USA,Euro Thousand,28281.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,USA
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Great Britain,Euro Thousand,53351.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,GBR
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Northern Ireland,Euro Thousand,12091.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,GBR
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",South Africa,Euro Thousand,1295.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,ZAF
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",EU country not specified,Euro Thousand,713.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,UNK
Value of Imports,2015,"Cork and wood manufactures, excluding furniture (63)",Other countries,Euro Thousand,3816.0,"Cork and wood manufactures, excluding furniture",63.0,Manufactured Goods,UNK
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Austria,Euro Thousand,5392.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,AUT
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Australia,Euro Thousand,639.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,AUS
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Belgium,Euro Thousand,17210.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,BEL
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Bulgaria,Euro Thousand,920.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,BGR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Brazil,Euro Thousand,406.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,BRA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Canada,Euro Thousand,2764.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,CAN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Switzerland,Euro Thousand,250.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,CHE
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",China,Euro Thousand,37391.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,CHN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Cyprus,Euro Thousand,-1.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,CYP
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Czech Republic,Euro Thousand,7348.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,CZE
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Germany,Euro Thousand,95990.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,DEU
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Denmark,Euro Thousand,3538.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,DNK
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Estonia,Euro Thousand,279.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,EST
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Spain,Euro Thousand,8746.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,ESP
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Finland,Euro Thousand,32956.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,FIN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",France,Euro Thousand,21480.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,FRA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Greece,Euro Thousand,1177.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,GRC
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Croatia,Euro Thousand,-1.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,HRV
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Hungary,Euro Thousand,1240.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,HUN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",India,Euro Thousand,1770.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,IND
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Italy,Euro Thousand,13057.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,ITA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Japan,Euro Thousand,583.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,JPN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",South Korea,Euro Thousand,3610.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,KOR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Lithuania,Euro Thousand,354.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,LTU
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Luxembourg,Euro Thousand,3375.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,LUX
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Latvia,Euro Thousand,-1.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,LVA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Malta,Euro Thousand,10.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,MLT
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Mexico,Euro Thousand,274.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,MEX
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Malaysia,Euro Thousand,1928.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,MYS
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Netherlands,Euro Thousand,43852.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,NLD
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Norway,Euro Thousand,1100.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,NOR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Poland,Euro Thousand,9461.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,POL
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Portugal,Euro Thousand,4613.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,PRT
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Romania,Euro Thousand,20.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,ROU
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Russia,Euro Thousand,655.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,RUS
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Saudi Arabia,Euro Thousand,183.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,SAU
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Sweden,Euro Thousand,61376.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,SWE
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Singapore,Euro Thousand,14.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,SGP
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Slovenia,Euro Thousand,2261.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,SVN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Slovakia,Euro Thousand,1468.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,SVK
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Thailand,Euro Thousand,115.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,THA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Turkey,Euro Thousand,14158.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,TUR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Taiwan,Euro Thousand,1511.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,TWN
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",USA,Euro Thousand,19663.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,USA
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Great Britain,Euro Thousand,453871.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,GBR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Northern Ireland,Euro Thousand,23848.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,GBR
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",South Africa,Euro Thousand,75.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,ZAF
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",EU country not specified,Euro Thousand,2603.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,UNK
Value of Imports,2015,"Paper, paperboard and articles of paper pulp, paper etc. (64)",Other countries,Euro Thousand,10013.0,"Paper, paperboard and articles of paper pulp, paper etc.",64.0,Manufactured Goods,UNK
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Austria,Euro Thousand,1243.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,AUT
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Australia,Euro Thousand,126.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,AUS
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Belgium,Euro Thousand,14282.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,BEL
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Bulgaria,Euro Thousand,2114.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,BGR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Brazil,Euro Thousand,87.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,BRA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Canada,Euro Thousand,519.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,CAN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Switzerland,Euro Thousand,688.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,CHE
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",China,Euro Thousand,49968.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,CHN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Cyprus,Euro Thousand,29.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,CYP
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Czech Republic,Euro Thousand,1723.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,CZE
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Germany,Euro Thousand,28620.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,DEU
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Denmark,Euro Thousand,1403.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,DNK
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Estonia,Euro Thousand,111.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,EST
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Spain,Euro Thousand,5494.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,ESP
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Finland,Euro Thousand,256.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,FIN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",France,Euro Thousand,3962.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,FRA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Greece,Euro Thousand,3854.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,GRC
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Croatia,Euro Thousand,0.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,HRV
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Hungary,Euro Thousand,490.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,HUN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",India,Euro Thousand,13787.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,IND
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Italy,Euro Thousand,9245.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,ITA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Japan,Euro Thousand,1326.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,JPN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",South Korea,Euro Thousand,2349.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,KOR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Lithuania,Euro Thousand,2954.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,LTU
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Luxembourg,Euro Thousand,107.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,LUX
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Latvia,Euro Thousand,303.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,LVA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Malta,Euro Thousand,18.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,MLT
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Mexico,Euro Thousand,2298.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,MEX
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Malaysia,Euro Thousand,161.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,MYS
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Netherlands,Euro Thousand,18809.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,NLD
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Norway,Euro Thousand,332.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,NOR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Poland,Euro Thousand,4897.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,POL
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Portugal,Euro Thousand,5307.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,PRT
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Romania,Euro Thousand,4907.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,ROU
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Russia,Euro Thousand,46.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,RUS
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Saudi Arabia,Euro Thousand,25.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,SAU
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Sweden,Euro Thousand,713.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,SWE
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Singapore,Euro Thousand,6.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,SGP
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Slovenia,Euro Thousand,858.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,SVN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Slovakia,Euro Thousand,570.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,SVK
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Thailand,Euro Thousand,679.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,THA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Turkey,Euro Thousand,12933.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,TUR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Taiwan,Euro Thousand,1531.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,TWN
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",USA,Euro Thousand,32434.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,USA
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Great Britain,Euro Thousand,162503.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,GBR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Northern Ireland,Euro Thousand,16193.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,GBR
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",South Africa,Euro Thousand,674.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,ZAF
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",EU country not specified,Euro Thousand,1609.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,UNK
Value of Imports,2015,"Textile yarn, fabrics, made-up articles and related products (65)",Other countries,Euro Thousand,37916.0,"Textile yarn, fabrics, made-up articles and related products",65.0,Manufactured Goods,UNK
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Austria,Euro Thousand,1991.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,AUT
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Australia,Euro Thousand,258.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,AUS
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Belgium,Euro Thousand,20245.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,BEL
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Bulgaria,Euro Thousand,238.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,BGR
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Brazil,Euro Thousand,788.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,BRA
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Canada,Euro Thousand,549.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,CAN
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Switzerland,Euro Thousand,2382.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,CHE
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",China,Euro Thousand,56868.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,CHN
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Cyprus,Euro Thousand,0.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,CYP
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Czech Republic,Euro Thousand,2856.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,CZE
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Germany,Euro Thousand,26969.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,DEU
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Denmark,Euro Thousand,2208.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,DNK
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Estonia,Euro Thousand,15.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,EST
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Spain,Euro Thousand,35470.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,ESP
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Finland,Euro Thousand,286.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,FIN
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",France,Euro Thousand,18692.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,FRA
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Greece,Euro Thousand,4.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,GRC
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Croatia,Euro Thousand,104.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,HRV
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Hungary,Euro Thousand,913.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,HUN
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",India,Euro Thousand,18376.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,IND
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Italy,Euro Thousand,14750.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,ITA
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Japan,Euro Thousand,7883.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,JPN
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",South Korea,Euro Thousand,907.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,KOR
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Lithuania,Euro Thousand,1935.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,LTU
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Luxembourg,Euro Thousand,6711.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,LUX
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Latvia,Euro Thousand,13.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,LVA
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Malta,Euro Thousand,-1.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,MLT
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Mexico,Euro Thousand,1362.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,MEX
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Malaysia,Euro Thousand,213.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,MYS
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Netherlands,Euro Thousand,6096.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,NLD
Value of Imports,2015,"Non-metallic mineral manufactures, n.e.s. (66)",Norway,Euro Thousand,252.0,"Non-metallic mineral manufactures, n.e.s.",66.0,Manufactured Goods,NOR
